Service Item In Oks,Service Item Description,Customer Name,Pod Name,Data Center Name
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"NSW Electricity Networks Operations Pty Limited, as trustee for NSW Electricity Networks Operations Trust",EREQ-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,NUCOR CORPORATION,EJLA,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,NUCOR CORPORATION,EJLA-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Natixis,EKEZ,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Natixis,EKEZ-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Natixis,EKEZ-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Natixis,EKEZ-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Network Rail Infrastructure Limited,ERJY,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Network Rail Infrastructure Limited,ERJY-DEV1,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Network Rail Infrastructure Limited,ERJY-DEV3,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Network Rail Infrastructure Limited,ERJY-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Network Rail Infrastructure Limited,ETCS,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Network Rail Infrastructure Limited,ETCS-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,New Zealand Customs Service,ENLN,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,New Zealand Customs Service,ENLN-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,New Zealand Customs Service,ENLN-DEV2,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,New Zealand Customs Service,ENLN-DEV3,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,New Zealand Customs Service,ENLN-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ngern Tid Lor Company Limited,EOFL,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ngern Tid Lor Company Limited,EOFL-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Noga - Israel Independent System Operator Ltd,EQDQ,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Noga - Israel Independent System Operator Ltd,EQDQ-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EVMR,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EVMR-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EVMR-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EVMR-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EVMR-DEV4,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EVMR-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EXIN,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EXIN-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nokia Solutions and Networks Oy,EXIN-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Northwell Health, Inc.",EPPR,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Northwell Health, Inc.",EPPR-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Northwell Health, Inc.",EPPR-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Northwell Health, Inc.",EPPR-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Northwell Health, Inc.",EPPR-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Northwell Health, Inc.",EPPR-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Northwell Health, Inc.",EPPR-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nucor-JFE Steel Mexico,EGYX,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nucor-JFE Steel Mexico,EGYX-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nucor-JFE Steel Mexico,EHBM,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nucor-JFE Steel Mexico,EHBM-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nucor-JFE Steel Mexico,EHBM-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Nucor-JFE Steel Mexico,EHBM-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EFZU,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EFZU-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EFZU-DEV13,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EFZU-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EFZU-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EFZU-DEV7,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EFZU-DEV8,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EFZU-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EMFO,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EMFO-DEV2,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EMFO-DEV3,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EMFO-DEV6,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EMFO-DEV7,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EMFO-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EOSD,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EOSD-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EOSD-DEV5,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EOSD-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EQTF,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EQTF-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EQTF-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EQTF-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EUFS,eura-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EUFS-DEV1,eura-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EUFS-DEV2,eura-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EUFS-DEV3,eura-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,OSS-Samarbejdet,EUFS-TEST,eura-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Oman Telecommunications Co.,ETWN,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Oman Telecommunications Co.,ETWN-TEST,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo,EIHO,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo,EIHO-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo,EIHO-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo,EIHO-DEV5,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo,EIHO-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo Qatar,CCTE,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo Qatar,CCTE-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo Qatar,EGWR,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ooredoo Qatar,EGWR-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EIEL,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EIEL-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EIEL-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EPHY,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EPHY-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EPKT,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EPKT-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EPUE,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EPUE-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EPVE,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EPVE-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EQFW,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",EQFW-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ERRS,ap-mumbai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ERRS-TEST,ap-mumbai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBJ,eu-zurich-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBJ-TEST,eu-zurich-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV10,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV11,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV12,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV13,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV14,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV6,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV7,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV8,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-DEV9,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBM-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBN,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBN-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBR,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBR-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBW,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESBW-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCI,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCI-TEST,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCJ,ap-osaka-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCJ-TEST,ap-osaka-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCL,ap-hyderabad-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCL-TEST,ap-hyderabad-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCM,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCM-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCV,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESCV-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESDG,ap-hyderabad-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESDG-TEST,ap-hyderabad-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESDT,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESDT-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESFW,ap-hyderabad-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESFW-TEST,ap-hyderabad-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESHF,eu-zurich-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESHF-TEST,eu-zurich-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESHM,ap-osaka-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESHM-TEST,ap-osaka-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESHN,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Oracle America, Inc. - Internal",ESHN-TEST,ap-melbourne-1
