Service Item In Oks,Service Item Description,Customer Name,Pod Name,Data Center Name
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Posten Norge AS,EVEM,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Posten Norge AS,EVEM-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Posten Norge AS,EVEM-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Posten Norge AS,EVEM-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PriceWaterhouseCoopers Pvt Ltd,EQAD,ap-mumbai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PriceWaterhouseCoopers Pvt Ltd,EQAD-DEV1,ap-mumbai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PriceWaterhouseCoopers Pvt Ltd,EQAD-DEV2,ap-mumbai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PriceWaterhouseCoopers Pvt Ltd,EQAD-DEV3,ap-mumbai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PriceWaterhouseCoopers Pvt Ltd,EQAD-TEST,ap-mumbai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Prudential Holdings Limited,EXJU,ap-singapore-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Prudential Holdings Limited,EXJU-TEST,ap-singapore-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV4,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV5,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV6,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV7,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV8,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-DEV9,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,PwC Global Licensing Services Corporation,EGKL-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,RNA Resources Group Limited,EFHI,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,RNA Resources Group Limited,EFHI-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,RTE Reseau de Transport d'Electricite,ETQK,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,RTE Reseau de Transport d'Electricite,ETQK-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,RTE Reseau de Transport d'Electricite,ETQK-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,RTE Reseau de Transport d'Electricite,ETQK-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Resolution Life Services Australia Pty Ltd,EOCQ,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Resolution Life Services Australia Pty Ltd,EOCQ-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Resolution Life Services Australia Pty Ltd,EOCQ-DEV2,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Resolution Life Services Australia Pty Ltd,EOCQ-DEV3,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Resolution Life Services Australia Pty Ltd,EOCQ-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ritchie Bros. Auctioneers (Canada) Ltd.,EXEW,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ritchie Bros. Auctioneers (Canada) Ltd.,EXEW-DEV1,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ritchie Bros. Auctioneers (Canada) Ltd.,EXEW-DEV3,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ritchie Bros. Auctioneers (Canada) Ltd.,EXEW-DEV5,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ritchie Bros. Auctioneers (Canada) Ltd.,EXEW-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ritchie Bros. Auctioneers (Canada) Ltd.,HBAQ,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ritchie Bros. Auctioneers (Canada) Ltd.,HBAQ-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Riverland Reply GmbH,CAUZ,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Riverland Reply GmbH,CAUZ-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Riverland Reply GmbH,ELMD,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Riverland Reply GmbH,ELMD-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV1,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV11,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV13,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV15,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV2,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV23,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV25,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV27,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV3,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV31,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV33,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV35,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-DEV37,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQ-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQDEV-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Rogers Communications Canada Inc.,HCRQDEV2-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,S&C Electric Company,EJIA,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,S&C Electric Company,EJIA-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,S&C Electric Company,EJIA-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,S&C Electric Company,EJIA-DEV3,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,S&C Electric Company,EJIA-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SAUDI FRANSI CAPITAL,ERTM,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SAUDI FRANSI CAPITAL,ERTM-DEV1,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SAUDI FRANSI CAPITAL,ERTM-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SOLAREDGE TECHNOLOGIES LTD,EVZI,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SOLAREDGE TECHNOLOGIES LTD,EVZI-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SOLAREDGE TECHNOLOGIES LTD,EVZI-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SOLAREDGE TECHNOLOGIES LTD,EVZI-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SOLAREDGE TECHNOLOGIES LTD,EVZI-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SSE Plc,EJGA,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SSE Plc,EJGA-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SSE Plc,EJGA-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SSE Plc,EJGA-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SSE Plc,EJGA-DR,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SSE Plc,EJGA-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SUMITOMO MITSUI BANKING CORPORATION,EOJI,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SUMITOMO MITSUI BANKING CORPORATION,EOJI-DEV1,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SUMITOMO MITSUI BANKING CORPORATION,EOJI-DEV2,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SUMITOMO MITSUI BANKING CORPORATION,EOJI-TEST,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SUMITOMO MITSUI BANKING CORPORATION,EWLT,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SUMITOMO MITSUI BANKING CORPORATION,EWLT-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SUMITOMO MITSUI BANKING CORPORATION,EWLT-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,SUMITOMO MITSUI BANKING CORPORATION,EWLT-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Salt River Community Gaming Enterprises,EOZF,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Salt River Community Gaming Enterprises,EOZF-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Salt River Community Gaming Enterprises,EOZF-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Samba Financial Group,EQDR,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Samba Financial Group,EQDR-DEV1,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Samba Financial Group,EQDR-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sapura Drilling Asia Sdn Bhd,ERUG,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sapura Drilling Asia Sdn Bhd,ERUG-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Saudi Basic Industries Corporation,EUUA,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Saudi Basic Industries Corporation,EUUA-DEV1,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Saudi Basic Industries Corporation,EUUA-DEV2,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Saudi Basic Industries Corporation,EUUA-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV10,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV13,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV16,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV19,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV22,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV25,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-DEV7,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Intelligent Services AB,EULC-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV10,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV11,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV34,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV37,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV38,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV39,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV46,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV6,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV7,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV8,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-DEV9,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Securitas Security Services USA Inc,EKAW-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Security Bank Corporation,ENAA,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Security Bank Corporation,ENAA-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Security Bank Corporation,ENAA-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Security Bank Corporation,ENAA-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sensient Technologies Corporation,EOUR,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sensient Technologies Corporation,EOUR-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sensient Technologies Corporation,EOUR-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sensient Technologies Corporation,EOUR-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sharjah Directorate of Human Resources,EKTL,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sharjah Directorate of Human Resources,EKTL-DEV1,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sharjah Directorate of Human Resources,EKTL-DEV2,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sharjah Directorate of Human Resources,EKTL-TEST,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY-DEV6,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY-DEV7,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Siemens Corporation, Global Shared Services",ELCY-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Skandinaviska Enskilda Banken AB,ETIJ,eura-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Skandinaviska Enskilda Banken AB,ETIJ-TEST,eura-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Skechers USA, Inc.",EKWZ,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Skechers USA, Inc.",EKWZ-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Skechers USA, Inc.",EKWZ-DEV3,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Skechers USA, Inc.",EKWZ-DEV4,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Skechers USA, Inc.",EKWZ-DEV5,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Skechers USA, Inc.",EKWZ-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sogei S.p.A.,EVQE,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sogei S.p.A.,EVQE-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sogei S.p.A.,EVQE-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sohar International Bank SAOG,EPCC,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sohar International Bank SAOG,EPCC-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,South African Reserve Bank,EVRA,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,South African Reserve Bank,EVRA-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,South African Reserve Bank,EVRA-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,South African Reserve Bank,EVRA-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,South African Reserve Bank,EVRA-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV1,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV10,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV2,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV3,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV4,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV5,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV6,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV7,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV8,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-DEV9,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Sumitomo Mitsui Financial Group Inc.,ESXO-TEST,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Suncorp Corporate Services Pty Ltd,EVEW,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Suncorp Corporate Services Pty Ltd,EVEW-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Suncorp Corporate Services Pty Ltd,EVEW-DEV2,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Suncorp Corporate Services Pty Ltd,EVEW-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV18,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV6,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV7,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-DEV8,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Symantec Corporation,EGUI-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Syneos Health US, Inc.",EWMS,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Syneos Health US, Inc.",EWMS-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Syneos Health US, Inc.",EWMS-DEV11,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Syneos Health US, Inc.",EWMS-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Syneos Health US, Inc.",EWMS-DEV3,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Syneos Health US, Inc.",EWMS-DEV7,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Syneos Health US, Inc.",EWMS-DEV9,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Syneos Health US, Inc.",EWMS-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TEGNA Inc,ELRR,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TEGNA Inc,ELRR-DEV1,us-phoenix-1
